// HASH_VALUE EFC920A759BAC04B
// INDEX 0
tribe_declare_war_title	[Aussenposten mit Gewalt einnehmen.]
// INDEX 2795
template_task_forage_intro_3_fame	[Begebe Dich auf die Rohstoffsuche nach $qt1$ $i1$ der Qualität $ql1$, $qt2$ $i2$ der Qualität $ql2$ und $qt3$ $i3$ der Qualität $ql3$, ich würde Dir sehr dankbar sein.]

//default text
// HASH_VALUE D7B2BC47E4D5B0B4
// INDEX 2796
template_task_forage_give_0_title	[Sammle für $giver$ enige Rohstoffe.]

//prospector / construction, welcomer / construction, scout / construction
// HASH_VALUE 6D9427B9836B4D1D
// INDEX 2797
template_task_forage_give_1_title	[Sammle für $giver$ einige Baumaterialien.]

//prospector / insects, welcomer / insects, scout / insects
// HASH_VALUE 5A062C9DE6FF739D
// INDEX 2798
template_task_forage_give_2_title	[Sammle einige Insekten für $giver$.]

//prospector / food, welcomer / food, scout / food
// HASH_VALUE 2955C093121D03FA
// INDEX 2799
template_task_forage_give_3_title	[Sammle etwas Essen für $giver$.]

//prospector / kitin, welcomer / kitin, scout / kitin
// HASH_VALUE BF4CE9FC446F56D2
// INDEX 2800
template_task_forage_give_4_title	[Sammle für $giver$'s Studien einige Kitinreste.]

//prospector / goo, welcomer / goo, scout / goo
// HASH_VALUE 3C3DEDF3863CD988
// INDEX 2801
template_task_forage_give_5_title	[Sammle für $giver$'s Studien einige Gooreste.]

//prospector / conservant, welcomer / conservant, scout / conservant
// HASH_VALUE 45415E5AF655EF21
// INDEX 2802
template_task_forage_give_6_title	[Bringe $giver$ einige Konservierungsmittel.]

//tribe welcomer / construction
// HASH_VALUE BF4B1D721866410A
// INDEX 2803
template_task_forage_give_7_title	[Bringe dem Stamm einige Baumaterialien.]

//tribe welcomer / insects
// HASH_VALUE C5FA219F619A87C9
// INDEX 2804
template_task_forage_give_8_title	[Sammle einige Insekten für den Stamm.]

//tribe welcomer / food
// HASH_VALUE A4F0D4BFA911F8FC
// INDEX 2805
template_task_forage_give_9_title	[Sammle etwas Essen für den Stamm.]

//tribe welcomer / kitin
// HASH_VALUE 693B04F251172E06
// INDEX 2806
template_task_forage_give_10_title	[Finde für den Stamm einige Kitinreste.]

//tribe welcomer / goo
// HASH_VALUE 849A559BA17A63D8
// INDEX 2807
template_task_forage_give_11_title	[Sammle einige Gooreste für den Stamm.]

//tribe welcomer / conservant
// HASH_VALUE 4E341D7AA94A5812
// INDEX 2808
template_task_forage_give_12_title	[Suche dem Stamm einige Konservierungsmittel.]

//kami / construction
// HASH_VALUE F4FC2ADFBBB7C9A0
// INDEX 2809
template_task_forage_give_13_title	[Sammle für die Kamis einige Baumaterialien.]

//kami / insects
// HASH_VALUE F31A71845FD1786C
// INDEX 2810
template_task_forage_give_14_title	[Sammle für die Kamis einige Insekten.]

//kami / food
// HASH_VALUE 59AA775EC3875FA2
// INDEX 2811
template_task_forage_give_15_title	[Besorge den Kamis etwas Essen.]

//kami / kitin
// HASH_VALUE CEB59B832686A297
// INDEX 2812
template_task_forage_give_16_title	[Sammle einige Kitinrückstände für die Kamis.]

//kami / goo
// HASH_VALUE CEB59B832686A297
// INDEX 2813
template_task_forage_give_17_title	[Sammle einige Kitinrückstände für die Kamis.]

//kami / conservant
// HASH_VALUE 0AA3155C675C6020
// INDEX 2814
template_task_forage_give_18_title	[Bring den Kamis einige Konservierungsstoffe.]

//karavan / construction
// HASH_VALUE A2F02AFA74C02C2E
// INDEX 2815
template_task_forage_give_19_title	[Sammle für die Karavan einige Baumaterialien.]

//karavan / insects
// HASH_VALUE 5677FCBBE6AE937A
// INDEX 2816
template_task_forage_give_20_title	[Suche für die Karavan ein paar Insekten zusammen.]

//karavan / food
// HASH_VALUE 551626FA635B528C
// INDEX 2817
template_task_forage_give_21_title	[Bring den Karavan ein wenig Essen.]

//karavan / kitin
// HASH_VALUE 9BE57B8826865A05
// INDEX 2818
template_task_forage_give_22_title	[Sammle einige Kitinrückstände für die Karavan.]

//karavan / goo
// HASH_VALUE A7CDC273CD0B5AED
// INDEX 2819
template_task_forage_give_23_title	[Sammle einige Goorückstände für die Karavan.]

//karavan / conservant
// HASH_VALUE D69A3156075C327A
// INDEX 2820
template_task_forage_give_24_title	[Bringe den Karavan einige Konservierungsstoffe.]

//double fame prospector / construction
// HASH_VALUE 3D1EBE659B43F2BE
// INDEX 2821
template_task_forage_give_25_title	[Sammle für $giver$'s Freunde einige Baumaterialien.]

//double fame prospector / insects
// HASH_VALUE 0E5CEDC9819C21EA
// INDEX 2822
template_task_forage_give_26_title	[Sammle für $giver$'s Freunde ein paar Insekten.]

//double fame prospector / food
// HASH_VALUE 5A998A242BE0BCE1
// INDEX 2823
template_task_forage_give_27_title	[Finde für $giver$'s Freunde etwas Nahrung.]

//double fame prospector / kitin
// HASH_VALUE 2EE57F9C8C6B84AB
// INDEX 2824
template_task_forage_give_28_title	[Sammle für $giver$'s Freunde einige Kitinreste für Studienzwecke.]

//double fame prospector / goo
// HASH_VALUE 2FCA2B9EB9237849
// INDEX 2825
template_task_forage_give_29_title	[Sammle für $giver$'s Freunde einige Gooreste für Studienzwecke.]

//double fame prospector / conservant
// HASH_VALUE FF7B1F30FBC3E05C
// INDEX 2826
template_task_forage_give_30_title	[Bring $giver$'s Freunden einige Konservierungsstoffe.]

/* OLD VALUE : [Suche nach $qt1$ $i1$ $ der Qualität $ql1$ und Deine Gilde wird $charge$ Auftragspunkte bekommen.] */
// HASH_VALUE 485D32973007DB49
// INDEX 2827
template_task_forage_give_intro_1_charge	[Suche nach $qt1$ $i1$ der Qualität $ql1$ und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 66D905A9BF2A29F6
// INDEX 2828
template_task_forage_give_intro_1_money	[Suche nach $qt1$ $i1$ der Qualität $ql1$ und ich werde Dich mit $reward$ Dapper belohnen.]

/* OLD VALUE : [Suche nach $qt1$ $i1$ $ der Qualität $ql1$ und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.] */
// HASH_VALUE 34C83342FE5107BF
// INDEX 2829
template_task_forage_give_intro_1_charge_timed	[Suche nach $qt1$ $i1$ der Qualität $ql1$ und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE A4A2EF5CAFA005BB
// INDEX 2830
template_task_forage_give_intro_1_money_timed	[Suche nach $qt1$ $i1$ der Qualität $ql1$ und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 161F0EE0F96CCEB7
// INDEX 2831
template_task_forage_give_intro_1_fame_timed	[Suche nach $qt1$ $i1$ der Qualität $ql1$, ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE ED6D3E161CF2B6B8
// INDEX 2832
template_task_forage_give_intro_1_fame	[Suche nach $qt1$ $i1$ der Qualität $ql1$, ich würde Dir sehr dankbar sein.]

// HASH_VALUE F7545869FCE0F343
// INDEX 2833
template_task_forage_give_intro_2_charge	[Sammle $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$ und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE DB1F2A211AF2CC65
// INDEX 2834
template_task_forage_give_intro_2_money	[Sammle $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$ und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE E7CA342E3AA9DDF6
// INDEX 2835
template_task_forage_give_intro_2_charge_timed	[Sammle $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$ und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE C78A2BCCE83CF8DB
// INDEX 2836
template_task_forage_give_intro_2_money_timed	[Sammle $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$ und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 453A4485CB837D98
// INDEX 2837
template_task_forage_give_intro_2_fame_timed	[Sammle $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$, ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 952C944B9FC8A2E2
// INDEX 2838
template_task_forage_give_intro_2_fame	[Sammle $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$, ich würde Dir sehr dankbar sein.]

// HASH_VALUE 64E144C7229BF466
// INDEX 2839
template_task_forage_give_intro_3_charge	[Finde $qt1$ $i1$ der Qualität $ql1$, $qt2$ $i2$ der Qualität $ql2$ und $qt3$ $i3$ der Qualität $ql3$ und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE F30492744017C778
// INDEX 2840
template_task_forage_give_intro_3_money	[Finde $qt1$ $i1$ der Qualität $ql1$, $qt2$ $i2$ der Qualität $ql2$ und $qt3$ $i3$ der Qualität $ql3$ und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE 322B703D0E06F511
// INDEX 2841
template_task_forage_give_intro_3_charge_timed	[Finde $qt1$ $i1$ der Qualität $ql1$, $qt2$ $i2$ der Qualität $ql2$ und $qt3$ $i3$ der Qualität $ql3$ und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE E37A6E397EE0B12B
// INDEX 2842
template_task_forage_give_intro_3_money_timed	[Finde $qt1$ $i1$ der Qualität $ql1$, $qt2$ $i2$ der Qualität $ql2$ und $qt3$ $i3$ der Qualität $ql3$ und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 2D463735F05DD0AF
// INDEX 2843
template_task_forage_give_intro_3_fame_timed	[Finde $qt1$ $i1$ der Qualität $ql1$, $qt2$ $i2$ der Qualität $ql2$ und $qt3$ $i3$ der Qualität $ql3$, ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 50CC1F36C7AB00E5
// INDEX 2844
template_task_forage_give_intro_3_fame	[Finde $qt1$ $i1$ der Qualität $ql1$, $qt2$ $i2$ der Qualität $ql2$ und $qt3$ $i3$ der Qualität $ql3$, ich würde Dir sehr dankbar sein.]

//default text
// HASH_VALUE 958019CF46BADF71
// INDEX 2845
template_task_kill_species_0_title	[Töte einige Tiere für $giver$ in $region$.]

//captain / carnivore, welcomer / carnivore, patrolman / carnivore, Stamm / carnivore, hunter / carnivore, kami / carnivore, karavan / carnivore
// HASH_VALUE 56A355E7E1144173
// INDEX 2846
template_task_kill_species_1_title	[Töte die Raubtiere, die die Herden in $region$ dezimieren.]

//captain / herbivore, welcomer / herbivore, patrolman / herbivore, Stamm / herbivore, hunter / herbivore, kami / herbivore, karavan / herbivore
// HASH_VALUE A2928717AB3BBD5E
// INDEX 2847
template_task_kill_species_2_title	[Rotte die Pflanzenfresser aus, die in $region$ alle Pflanzen verschlingen.]

//captain / plant, welcomer / plant, patrolman / plant, Stamm / plant, hunter / plant, kami / plant, karavan / plant
// HASH_VALUE F8D9C2C523929D70
// INDEX 2848
template_task_kill_species_3_title	[Befreie $region$ von den intelligenten Pflanzen, die in das Gebiet eindringen.]

//captain / kitin, welcomer / kitin, patrolman / kitin, Stamm / kitin, hunter / kitin, kami / kitin, karavan / kitin
// HASH_VALUE 504647253E1F0770
// INDEX 2849
template_task_kill_species_4_title	[Töte die Kitins, die alles angreifen, was sich in $region$ bewegt.]

//captain / goo, welcomer / goo, patrolman / goo, Stamm / goo, hunter / goo, kami / goo, karavan / goo
// HASH_VALUE F92B7316CA386806
// INDEX 2850
template_task_kill_species_5_title	[Töte die mit dem Goo infizierten Tiere, bevor die Seuche sich überall in $region$ verbreitet.]

//captain / degen, welcomer / degen, patrolman / degen, Stamm / degen, hunter / degen, kami / degen, karavan / degen
// HASH_VALUE DFB78DBB848FD048
// INDEX 2851
template_task_kill_species_6_title	[Rotte die niederen Primaten in $region$ aus, sie attackieren jeden Reisenden.]

// HASH_VALUE 40E4457A76EC987B
// INDEX 2852
template_task_kill_species_intro_1_charge	[Töte $qt1$ $r1$ und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 6C2C25EFBB4F210E
// INDEX 2853
template_task_kill_species_intro_1_money	[Töte $qt1$ $r1$ und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE 1D5E5D799F9E6845
// INDEX 2854
template_task_kill_species_intro_1_charge_timed	[Töte $qt1$ $r1$ und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 1C3AD529E70AFCC4
// INDEX 2855
template_task_kill_species_intro_1_money_timed	[Töte $qt1$ $r1$ und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE DB98B5B1051CF0B7
// INDEX 2856
template_task_kill_species_intro_1_fame_timed	[Töte $qt1$ $r1$, ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 9DCFCBFE15A614F2
// INDEX 2857
template_task_kill_species_intro_1_fame	[Töte $qt1$ $r1$, ich würde Dir sehr dankbar sein.]

// HASH_VALUE BFC707D3AB74CBF8
// INDEX 2858
template_task_kill_species_intro_2_charge	[Töte $qt1$ $r1$ und $qt2$ $r2$ und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE A392D98BC986A41A
// INDEX 2859
template_task_kill_species_intro_2_money	[Töte $qt1$ $r1$ und $qt2$ $r2$ und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE AF3DE398E93DB5AB
// INDEX 2860
template_task_kill_species_intro_2_charge_timed	[Töte $qt1$ $r1$ und $qt2$ $r2$ und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 8FFDDA3697D0D090
// INDEX 2861
template_task_kill_species_intro_2_money_timed	[Töte $qt1$ $r1$ und $qt2$ $r2$ und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 0DADF3EF7A17554D
// INDEX 2862
template_task_kill_species_intro_2_fame_timed	[Töte $qt1$ $r1$ und $qt2$ $r2$, ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 5D9F43B54E5C7A97
// INDEX 2863
template_task_kill_species_intro_2_fame	[Töte $qt1$ $r1$ und $qt2$ $r2$, ich würde Dir sehr dankbar sein.]

// HASH_VALUE 4DBD3A7E8ED98012
// INDEX 2864
template_task_kill_species_intro_3_charge	[Töte $qt1$ $r1$, $qt2$ $r2$ und $qt3$ $r3$ und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 6BCF13A072A452CA
// INDEX 2865
template_task_kill_species_intro_3_money	[Töte $qt1$ $r1$, $qt2$ $r2$ und $qt3$ $r3$ und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE 8B8624317E4F5CD7
// INDEX 2866
template_task_kill_species_intro_3_charge_timed	[Töte $qt1$ $r1$, $qt2$ $r2$ und $qt3$ $r3$ und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 39193F165E0F5375
// INDEX 2867
template_task_kill_species_intro_3_money_timed	[Töte $qt1$ $r1$, $qt2$ $r2$ und $qt3$ $r3$ und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 1C60C4D3DCBF6C2E
// INDEX 2868
template_task_kill_species_intro_3_fame_timed	[Töte $qt1$ $r1$, $qt2$ $r2$ und $qt3$ $r3$, ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE F0A5E91D2CB1BCF4
// INDEX 2869
template_task_kill_species_intro_3_fame	[Töte $qt1$ $r1$, $qt2$ $r2$ und $qt3$ $r3$, ich würde Dir sehr dankbar sein.]

//default text
/* OLD VALUE : [Überprüfe die Tierpopulation in $region$ für $giver$.] */
// HASH_VALUE 5D5DE6E9D753031D
// INDEX 2870
template_task_target_species_0_title	[Lokalisieren Sie die Tierpopulation in $region$ für $giver$.]

//captain / carnivore, patrolman / carnivore, hunter / carnivore, scout / carnivore
/* OLD VALUE : [Überprüfe die Tierpopulation in $region$.] */
// HASH_VALUE CAF42A1EBDBD66F9
// INDEX 2871
template_task_target_species_1_title	[Lokalisieren Sie die Tierpopulation in $region$.]

//captain / herbivore, patrolman / herbivore, hunter / herbivore, scout / herbivore
/* OLD VALUE : [Überprüfe die Tierpopulation in $region$.] */
// HASH_VALUE CAF42A1EBDBD66F9
// INDEX 2872
template_task_target_species_2_title	[Lokalisieren Sie die Tierpopulation in $region$.]

//captain / kitin, patrolman / kitin, hunter / kitin, scout / kitin
/* OLD VALUE : [Überprüfe die Tierpopulation in $region$.] */
// HASH_VALUE CAF42A1EBDBD66F9
// INDEX 2873
template_task_target_species_3_title	[Lokalisieren Sie die Tierpopulation in $region$.]

//captain / goo, patrolman / goo, hunter / goo, scout / goo
/* OLD VALUE : [Überprüfe die durch das Goo infizierte Tierpopulation in $region$.] */
// HASH_VALUE 2B2041378193A0D9
// INDEX 2874
template_task_target_species_4_title	[Lokalisieren Sie die durch das Goo infizierte Tierpopulation in $region$.]

//captain / degen, patrolman / degen, hunter / degen, scout / degen
/* OLD VALUE : [Überprüfe die Primatenpopulation in $region$.] */
// HASH_VALUE 5643BF86CC4646F5
// INDEX 2875
template_task_target_species_5_title	[Lokalisieren Sie die Primatenpouplation in $region$.]

//captain / plant, patrolman / plant, hunter / plant, scout / plant
// HASH_VALUE E92369892A5015AD
// INDEX 2876
template_task_target_species_6_title	[Zähle die Pflanzen in $region$.]

// HASH_VALUE 9559D21F37409B00
// INDEX 2877
template_task_target_species_intro_1_charge	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$ in $region$ gibt, überprüfe das bitte für mich und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 53E0CCFE61DECF9D
// INDEX 2878
template_task_target_species_intro_1_money	[Ich muss herausfinden, ob es $r1.p$ in $region$ gibt, überprüfe das bitte für mich und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE BE0BA2E914BAB3FF
// INDEX 2879
template_task_target_species_intro_1_charge_timed	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$ in $region$ gibt, überprüfe das bitte für mich und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 212AF8744D49D048
// INDEX 2880
template_task_target_species_intro_1_money_timed	[Ich muss herausfinden, ob es $r1.p$ in $region$ gibt, überprüfe das bitte für mich und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE EFD56CB70557511C
// INDEX 2881
template_task_target_species_intro_1_fame_timed	[Ich muss herausfinden, ob es $r1.p$ in $region$ gibt, überprüfe das bitte für michund ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE C2118333E9C32791
// INDEX 2882
template_task_target_species_intro_1_fame	[Ich muss herausfinden, ob es $r1.p$ in $region$ gibt, überprüfe das bitte für mich und ich würde Dir sehr dankbar sein.]

// HASH_VALUE E9E01988898F4503
// INDEX 2883
template_task_target_species_intro_2_charge	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$ und $r2.pia$ $r2.p$ in $region$ gibt,  überprüfe das bitte für mich und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 8F0BBCBD317976E8
// INDEX 2884
template_task_target_species_intro_2_money	[Ich muss herausfinden, ob es $r1.p$ und $r2.p$ in $region$ gibt, überprüfe das bitte für mich und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE D54B1A3357D97179
// INDEX 2885
template_task_target_species_intro_2_charge_timed	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$ und $r2.pia$ $r2.p$ in $region$ gibt,  überprüfe das bitte für mich und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 6C85D4BC5A2B46B2
// INDEX 2886
template_task_target_species_intro_2_money_timed	[Ich muss herausfinden, ob es $r1.p$ und $r2.p$ in $region$ gibt, überprüfe das bitte für mich und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE C560C65D0B8F9B55
// INDEX 2887
template_task_target_species_intro_2_fame_timed	[Ich muss herausfinden, ob es $r1.p$ und $r2.p$ in $region$ gibt, überprüfe das bitte für mich und ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 9CAEF6932E158356
// INDEX 2888
template_task_target_species_intro_2_fame	[Ich muss herausfinden, ob es $r1.p$ und $r2.p$ in $region$ gibt, überprüfe das bitte für mich und ich würde Dir sehr dankbar sein.]

// HASH_VALUE 01247D9D0741B5D9
// INDEX 2889
template_task_target_species_intro_3_charge	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$, $r2.pia$ $r2.p$ und $r3.pia$ $r3.p$ in $region$ gibt, überprüfe das bitte für mich und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 9A5D7DEBBDA00608
// INDEX 2890
template_task_target_species_intro_3_money	[Ich muss herausfinden, ob es $r1.p$, $r2.p$ und $r3.p$ in $region$ gibt, überprüfe das bitte für mich und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE ED8F7E48D58BE14F
// INDEX 2891
template_task_target_species_intro_3_charge_timed	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$, $r2.pia$ $r2.p$ und $r3.pia$ $r3.p$ in $region$ gibt, überprüfe das bitte für mich und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 77D795EAE652D6D2
// INDEX 2892
template_task_target_species_intro_3_money_timed	[Ich muss herausfinden, ob es $r1.p$, $r2.p$ und $r3.p$ in $region$ gibt, überprüfe das bitte für mich und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE A8FC6B8A2415C712
// INDEX 2893
template_task_target_species_intro_3_fame_timed	[Ich muss herausfinden, ob es $r1.p$, $r2.p$ und $r3.p$ in $region$ gibt, überprüfe das bitte für mich ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE CB82538BFB63F748
// INDEX 2894
template_task_target_species_intro_3_fame	[Ich muss herausfinden, ob es $r1.p$, $r2.p$ und $r3.p$ in $region$ gibt, überprüfe das bitte für mich ich würde Dir sehr dankbar sein.]

// HASH_VALUE 06AA99848C7DF062
// INDEX 2895
template_task_target_species_intro_4_charge	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$, $r2.pia$ $r2.p$, $r3.pia$ $r3.p$ und $r4.pia$ $r4.p$ in $region$ gibt, überprüfe das bitte für mich und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE F5F3DEBB15B6A3D7
// INDEX 2896
template_task_target_species_intro_4_money	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$, $r2.pia$ $r2.p$, $r3.pia$ $r3.p$ und $r4.pia$ $r4.p$ in $region$ gibt, überprüfe das bitte für mich und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE B6B849BEB838CB18
// INDEX 2897
template_task_target_species_intro_4_charge_timed	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$, $r2.pia$ $r2.p$, $r3.pia$ $r3.p$ und $r4.pia$ $r4.p$ in $region$ gibt, überprüfe das bitte für mich und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 1EA5AE85F230BBD6
// INDEX 2898
template_task_target_species_intro_4_money_timed	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$, $r2.pia$ $r2.p$, $r3.pia$ $r3.p$ und $r4.pia$ $r4.p$ in $region$ gibt, überprüfe das bitte für mich und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 5C689FC523559176
// INDEX 2899
template_task_target_species_intro_4_fame_timed	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$, $r2.pia$ $r2.p$, $r3.pia$ $r3.p$ und $r4.pia$ $r4.p$ in $region$ gibt, überprüfe das bitte für mich ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 33B6CFFB46DB7977
// INDEX 2900
template_task_target_species_intro_4_fame	[Ich muss herausfinden, ob es $r1.pia$ $r1.p$, $r2.pia$ $r2.p$, $r3.pia$ $r3.p$ und $r4.pia$ $r4.p$ in $region$ gibt, überprüfe das bitte für mich ich würde Dir sehr dankbar sein.]

//default_text
// HASH_VALUE 06F9B0F4B0467855
// INDEX 2901
template_task_give_item_0_title	[Überbringe für $giver$ etwas nach $region$.]

//supplier / light package
// HASH_VALUE DDD0262425126EF5
// INDEX 2902
template_task_give_item_1_title	[Überbringe für $giver$ ein kleines Päckchen nach $region$.]

//supplier / medium package
// HASH_VALUE 4E926F7F1F01A7E9
// INDEX 2903
template_task_give_item_2_title	[Überbringe für $giver$ ein mittelgrosses Päckchen nach $region$.]

//supplier / heavy package
// HASH_VALUE 2454266B430BA255
// INDEX 2904
template_task_give_item_3_title	[Überbringe für $giver$ ein schweres Paket nach $region$.]

//supplier / medicine
// HASH_VALUE 3DC19ED96BF2A48B
// INDEX 2905
template_task_give_item_4_title	[Überbringe für $giver$ Medizin nach $region$.]

//messenger / report, patrolman / report
// HASH_VALUE E2BF19524C9C8175
// INDEX 2906
template_task_give_item_5_title	[Überbringe für $giver$ einen Bericht nach $region$.]

//messenger / order, ambassador / order, Stamm / order, welcomer / order, patrolman / order
// HASH_VALUE 570526252672AE72
// INDEX 2907
template_task_give_item_6_title	[Überbringe für $giver$ ein Befehlsschreiben nach $region$.]

//messenger / message, ambassador / message, Stamm / message, welcomer / message, patrolman / message
// HASH_VALUE 448F7B57C92CBC04
// INDEX 2908
template_task_give_item_7_title	[Überbringe für $giver$ eine Nachricht nach $region$.]

//double fame supplier / light package
// HASH_VALUE 4B9C1190BCC0DE65
// INDEX 2909
template_task_give_item_8_title	[Überbringe für $giver$'s Freunde ein kleines Päckchen nach $region$.]

//double fame supplier / medium package
// HASH_VALUE 22F015488B970A0E
// INDEX 2910
template_task_give_item_9_title	[Überbringe für $giver$'s Freunde ein mittelgrossen Paket nach $region$.]

//double fame supplier / heavy package
// HASH_VALUE 3C11E31000B752AD
// INDEX 2911
template_task_give_item_10_title	[Überbringe für $giver$'s Freunde ein schweres Paket nach $region$.]

//double fame supplier / medicine
// HASH_VALUE B3E8676F100AD484
// INDEX 2912
template_task_give_item_11_title	[Überbringe für $giver$'s Freunde Medizin nach $region$.]

//double fame messenger / report, patrolman / report
// HASH_VALUE 6B7E8419DDAA2E64
// INDEX 2913
template_task_give_item_16_title	[Überbringe für $giver$'s Freunde einen Bericht nach $region$.]

//double fame messenger / order, patrolman / order
// HASH_VALUE 4BAC1186C08886B8
// INDEX 2914
template_task_give_item_17_title	[Überbringe für $giver$'s Freunde ein Befehlsschreiben nach $region$.]

//double fame messenger / message, patrolman / message
