*HASH_VALUE,creature ID,name,ia,da,p,pia,pda,cc,pr
_2393E0164E47A775,cpbre2,<GEN>cpbre2,r,,,,,,
_2393E0178E47AB75,cpbre3,<GEN>cpbre3,r,,,,,,
_2393E018CF47AF75,cpbre4,<GEN>cpbre4,r,,,,,,
_2393E0154E57A376,cpbrf1,<GEN>cpbrf1,r,,,,,,
_2393E0168E57A776,cpbrf2,<GEN>cpbrf2,r,,,,,,
_2393E017CE57AB76,cpbrf3,<GEN>cpbrf3,r,,,,,,
_2393E0180F57AF76,cpbrf4,<GEN>cpbrf4,r,,,,,,
_23A3E0158D17A773,cpcrb1,<GEN>cpcrb1,r,,,,,,
_23A3E016CD17AB73,cpcrb2,<GEN>cpcrb2,r,,,,,,
_23A3E0170D17AF73,cpcrb3,<GEN>cpcrb3,r,,,,,,
_23A3E0184E17B373,cpcrb4,<GEN>cpcrb4,r,,,,,,
_23A3E015CD27A774,cpcrc1,<GEN>cpcrc1,r,,,,,,
_23A3E0160D27AB74,cpcrc2,<GEN>cpcrc2,r,,,,,,
_23A3E0174D27AF74,cpcrc3,<GEN>cpcrc3,r,,,,,,
_23A3E0188E27B374,cpcrc4,<GEN>cpcrc4,r,,,,,,
_23A3E0150E37A775,cpcrd1,<GEN>cpcrd1,r,,,,,,
_23A3E0164E37AB75,cpcrd2,<GEN>cpcrd2,r,,,,,,
_23A3E0178E37AF75,cpcrd3,<GEN>cpcrd3,r,,,,,,
_23A3E018CF37B375,cpcrd4,<GEN>cpcrd4,r,,,,,,
_23A3E0154E47A776,cpcre1,<GEN>cpcre1,r,,,,,,
_23A3E0168E47AB76,cpcre2,<GEN>cpcre2,r,,,,,,
_23A3E017CE47AF76,cpcre3,<GEN>cpcre3,r,,,,,,
_23A3E0180F47B376,cpcre4,<GEN>cpcre4,r,,,,,,
_23A3E0158E57A777,cpcrf1,<GEN>cpcrf1,r,,,,,,
_23A3E016CE57AB77,cpcrf2,<GEN>cpcrf2,r,,,,,,
_23A3E0170E57AF77,cpcrf3,<GEN>cpcrf3,r,,,,,,
_23A3E0184F57B377,cpcrf4,<GEN>cpcrf4,r,,,,,,
_23B3E015CE17AB74,cpdrb1,<GEN>cpdrb1,r,,,,,,
_23B3E0160E17AF74,cpdrb2,<GEN>cpdrb2,r,,,,,,
_23B3E0174E17B374,cpdrb3,<GEN>cpdrb3,r,,,,,,
_23B3E0188F17B774,cpdrb4,<GEN>cpdrb4,r,,,,,,
_23B3E0150E27AB75,cpdrc1,<GEN>cpdrc1,r,,,,,,
_23B3E0164E27AF75,cpdrc2,<GEN>cpdrc2,r,,,,,,
_23B3E0178E27B375,cpdrc3,<GEN>cpdrc3,r,,,,,,
_23B3E018CF27B775,cpdrc4,<GEN>cpdrc4,r,,,,,,
_23B3E0154F37AB76,cpdrd1,<GEN>cpdrd1,r,,,,,,
_23B3E0168F37AF76,cpdrd2,<GEN>cpdrd2,r,,,,,,
_23B3E017CF37B376,cpdrd3,<GEN>cpdrd3,r,,,,,,
_23B3E0181037B776,cpdrd4,<GEN>cpdrd4,r,,,,,,
_23B3E0158F47AB77,cpdre1,<GEN>cpdre1,r,,,,,,
_23B3E016CF47AF77,cpdre2,<GEN>cpdre2,r,,,,,,
_23B3E0170F47B377,cpdre3,<GEN>cpdre3,r,,,,,,
_23B3E0185047B777,cpdre4,<GEN>cpdre4,r,,,,,,
_23B3E015CF57AB78,cpdrf1,<GEN>cpdrf1,r,,,,,,
_23B3E0160F57AF78,cpdrf2,<GEN>cpdrf2,r,,,,,,
_23B3E0174F57B378,cpdrf3,<GEN>cpdrf3,r,,,,,,
_23B3E0189057B778,cpdrf4,<GEN>cpdrf4,r,,,,,,
_23C3E0150E17AF75,cperb1,<GEN>cperb1,r,,,,,,
_23C3E0164E17B375,cperb2,<GEN>cperb2,r,,,,,,
_23C3E0178E17B775,cperb3,<GEN>cperb3,r,,,,,,
_23C3E018CF17BB75,cperb4,<GEN>cperb4,r,,,,,,
_23C3E0154E27AF76,cperc1,<GEN>cperc1,r,,,,,,
_23C3E0168E27B376,cperc2,<GEN>cperc2,r,,,,,,
_23C3E017CE27B776,cperc3,<GEN>cperc3,r,,,,,,
_23C3E0180F27BB76,cperc4,<GEN>cperc4,r,,,,,,
_23C3E0158F37AF77,cperd1,<GEN>cperd1,r,,,,,,
_23C3E016CF37B377,cperd2,<GEN>cperd2,r,,,,,,
_23C3E0170F37B777,cperd3,<GEN>cperd3,r,,,,,,
_23C3E0185037BB77,cperd4,<GEN>cperd4,r,,,,,,
_23C3E015CF47AF78,cpere1,<GEN>cpere1,r,,,,,,
_23C3E0160F47B378,cpere2,<GEN>cpere2,r,,,,,,
_23C3E0174F47B778,cpere3,<GEN>cpere3,r,,,,,,
_23C3E0189047BB78,cpere4,<GEN>cpere4,r,,,,,,
_23C3E0150F57AF79,cperf1,<GEN>cperf1,r,,,,,,
_23C3E0164F57B379,cperf2,<GEN>cperf2,r,,,,,,
_23C3E0178F57B779,cperf3,<GEN>cperf3,r,,,,,,
_23C3E018D057BB79,cperf4,<GEN>cperf4,r,,,,,,
_23D3E0154E17B376,cpfrb1,<GEN>cpfrb1,r,,,,,,
_23D3E0168E17B776,cpfrb2,<GEN>cpfrb2,r,,,,,,
_23D3E017CE17BB76,cpfrb3,<GEN>cpfrb3,r,,,,,,
_23D3E0180F17BF76,cpfrb4,<GEN>cpfrb4,r,,,,,,
_23D3E0158E27B377,cpfrc1,<GEN>cpfrc1,r,,,,,,
_23D3E016CE27B777,cpfrc2,<GEN>cpfrc2,r,,,,,,
_23D3E0170E27BB77,cpfrc3,<GEN>cpfrc3,r,,,,,,
_23D3E0184F27BF77,cpfrc4,<GEN>cpfrc4,r,,,,,,
_23D3E015CF37B378,cpfrd1,<GEN>cpfrd1,r,,,,,,
_23D3E0160F37B778,cpfrd2,<GEN>cpfrd2,r,,,,,,
_23D3E0174F37BB78,cpfrd3,<GEN>cpfrd3,r,,,,,,
_23D3E0189037BF78,cpfrd4,<GEN>cpfrd4,r,,,,,,
_23D3E0150F47B379,cpfre1,<GEN>cpfre1,r,,,,,,
_23D3E0164F47B779,cpfre2,<GEN>cpfre2,r,,,,,,
_23D3E0178F47BB79,cpfre3,<GEN>cpfre3,r,,,,,,
_23D3E018D047BF79,cpfre4,<GEN>cpfre4,r,,,,,,
_23D3E0154F57B37A,cpfrf1,<GEN>cpfrf1,r,,,,,,
_23D3E0168F57B77A,cpfrf2,<GEN>cpfrf2,r,,,,,,
_23D3E017CF57BB7A,cpfrf3,<GEN>cpfrf3,r,,,,,,
_23D3E0181057BF7A,cpfrf4,<GEN>cpfrf4,r,,,,,,
_65579B89A4D5EE88,cbajb7,Igakya,un,l'\d,Igakyas,des,les,de l',à l'
_2847E3972333D7A4,ccfjd4,Najab rôdeur,un,le,Najabs rôdeurs,des,les,du,au
_63C528B09876BB8C,ccfjd7,Najakya,un,le,Najakyas,des,les,du,au
_99297088A5F69788,cdbje7,Gibbakya,un,le,Gibbakyas,des,les,du,au
_6086F85A6816C39E,chaje8,Arma démolisseur,un,l'\d,Armas démolisseurs,des,les,de l',à l'
_A9296075A4A5AAA1,chijc2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la,à la
_A9296075E5A5AAA2,chijd2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la,à la
_A929607525A5AAA3,chije2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la,à la
_A929607565A5AAA4,chijf2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la,à la
_999A88ABE878B392,chtjf7,Plodekya,un,le,Plodekyas,des,les,du,au
_995A80A627D8BF98,chuje7,Wombakya,un,le,Wombakyas,des,les,du,au
_D5C9106D5B729B80,ckdje5,Kincher nommé,un,le,Kinchers Nommés,des,les,du,au
_A4C588B89AC6DB96,ckfjf7,Kirokya,un,le,Kirokyas,des,les,du,au
_9989F08D6EC7D394,cpdje7,Slavekya,un,le,Slavekyas,des,les,du,au
_619598951718AF96,cbclc7,Yberkan,un,l'\d,Yberkans,des,les,de l',au
_18C934A361C34339,ccclf4,Grand Goari,un,le,Grands Goaris,des,les,du,au
_ACF6A38D6C34F290,ccclf7,Goakan,un,le,Goakans,des,les,du,au
_EDD90C58E3362AA1,chcld4,Capryni parasitaire,un,le,Caprynis parasitaires,des,les,du,au
_5D29C8AF29A7BB6B,chcld7,Caprykan,un,le,Caprykans,des,les,du,au
_5DB5D4919CA79FAA,chele7,Craykan,un,le,Craykans,des,les,du,au
_2A296075A4C5AAA1,chilc2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la,à la
_2A296075E5C5AAA2,child2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la,à la
_2A29607525C5AAA3,chile2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la,à la
_2A29607565C5AAA4,chilf2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la,à la
_70B887A3A5942A96,cpblf4,Stinga dévastatrice,une,la,Stingas dévastatrices,des,les,de la,à la
_6385CC995C88BFAA,cpblf7,Stinkan,un,le,Stinkans,des,les,du,au
_2997C781D6B8B3A7,cbbpe4,Izam avide,un,l'\d,Izams avides,des,les,de l',à l'
_B1D69B8C3344EE8E,cbbpe7,Izakoo,un,l'\d,Izakoos,des,les,de l',à l'
_9AE934ADA3433748,ccepf4,Grand Ragus,un,le,Grands Ragus,des,les,du,au
_9BC8546AA418B38A,ccepf7,Rakoo,un,le,Rakoos,des,les,du,au
_5ED04494EA34F28C,ccfpe4,Imposant Najab,un,l'\d,Imposants Najabs,des,les,de l',à l'
_62C564AC9886D39B,ccfpe7,Najakoo,un,le,Najakoos,des,les,du,au
_64E5C4B41988F39D,cchpe7,Varykoo,un,le,Varykoos,des,les,du,au
_6CC7A39CA9D6F29D,ccipd7,Zerkoo,un,le,Zerkoos,des,les,du,au
_AF36CB982F34069A,chape7,Armkoo,un,l'\d,Armkoos,des,les,de l',à l'
_24D5B0AFDD97DFAF,chgpd7,Lumpkoo,un,le,Lumpkoos,des,les,du,au
_2B296075E506AAA2,chipd2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la ,à la
_2B2960752506AAA3,chipe2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la,à la
_2B2960756506AAA4,chipf2,Monture Mektoub,une,la,Montures Mektoubs,des,les,de la,à la
_A4B670A6A8859AB0,chvpf4,Madakam violent,un,le,Madakams violents,des,les,du,au
_64C67CA69CD6BBAC,chvpf7,Madakoo,un,le,Madakoos,des,les,du,au
_A375A4A65956BB9E,ckape7,Kidikoo,un,le,Kidikoos,des,les,du,au
_6DF6E39AAB84129D,ckbpf7,Kinkoo,un,le,Kinkoos,des,les,du,au
_A30598B29B26EBA8,ckjpf7,Kipekoo,un,le,Kipekoos,des,les,du,au
_9E5800B36DA75A88,cpcpf4,Psykopla énervé,un,le,Psykoplas énervés,des,les,du,au
_9E88DCAEEE082788,cpcpf7,Psykokoo,un,le,Psykokoos,des,les,du,au
_5E3570292818D89A,mektoub_packer_test,Mektoub de bât,un,le,Mektoubs de bât,des,les,du,au
_A819707DE2354084,hjlb9,Tenwo,un,le,Tenwo,des,les,du,au
_839F5D4C191A6D19,kami_altar,Autel Kami,un,l'\d,Autels Kami,des,les,,
_94A3DBCCA5B63139,karavan_altar,Autel Karavan,un,l'\d,Autels Karavan,des,les,,
_212658A81C069798,ckjad1,Kipesta effroyable,un,le,Kipestas effroyables,des,les,du,au
_213660A85C269B9A,ckjaf2,Kipesta lacérant,un,le,Kipestas lacérants,des,les,du,au
_21C658A89B069792,ckdad1,Kincher effroyable,un,le,Kinchers effroyables,des,les,du,au
_21D660A8DB269B94,ckdaf2,Kincher lacérant,un,le,Kinchers lacérants,des,les,du,au
_612658A91C069B98,ckjbd1,Kipesta effroyable,un,le,Kipestas effroyables,des,les,du,au
_613660A95C269F9A,ckjbf2,Kipesta lacérant,un,le,Kipestas lacérants,des,les,du,au
_610660A99B26A396,ckfbf3,Kirosta tueur,un,le,Kirostas tueurs,des,les,du,au
_611660A9DC26A796,ckfbf4,Grand Kirosta,un,le,Grands Kirostas,des,les,du,au
_61E660A91B26A394,ckdbf3,Kincher tueur,un,le,Kinchers tueurs,des,les,du,au
_61F660A95C26A794,ckdbf4,Grand Kincher,un,le,Grands Kinchers,des,les,du,au
_610680AB9BA6AB94,ckfbd3,Kirosta chevronné,un,le,Kirostas chevronnés,des,les,du,au
_9D35949859E69BA3,ckdbd3,Kincher chevronné,un,le,Kinchers chevronnés,des,les,du,au
_64B68FA7E6E58AA7,ckdad4,Kincher vorace,un,le,Kinchers voraces,des,les,du,au
_28C797A9AAF69298,ckjad4,Kipesta vorace,un,le,Kipestas voraces,des,les,du,au
_68C797A9EAF69298,ckjbd4,Kipesta vorace,un,le,Kipestas voraces,des,les,du,au
_C1303D4DDA0C8218,cphfa4,Énorme Cadeau de Noël,un,le,Énormes Cadeaux de Noël,des,les,,
_6A84740A202A1637,cphfa3,Gros Cadeau de Noël,un,le,Gros Cadeaux de Noël,des,les,,
_5668FA21DA9D9639,cphfa2,Cadeau de Noël,un,le,Cadeaux de Noël,des,les,,
_6A82A0AF22D79119,cphfa1,Petit Cadeau de Noël,un,le,Petits Cadeaux de Noël,des,les,,
_A765C0B21C68DB9F,chjlb9,Tenwo,un,le,Tenwo,des,les,du,au
_D06F34B45F1AA1F8,chdfx1,Yubo inexpérimenté,un,le,Yubos inexpérimentés,des,les,du,au
_90F202861CA37D4D,chpfx1,Rendor docile,un,le,Rendors dociles,des,les,du,au
_353BF376AEB99275,ccjfx2,Javing nouveau-né,un,le,Javings nouveau-nés,des,les,du,au
_F45B8BD41D31B393,cpdfx1,Slaveni placide,un,le,Slavenis placides,des,les,du,au
_9DE5C37BCB55D14D,chpfx2,Rendor sevré,un,le,Rendors sevrés,des,les,du,au
_0A046E184A2C555A,chbfx2,Bodoc docile,un,le,Bodocs dociles,des,les,du,au
_BB0C8CDEBE7AE1E5,cpdfx2,Slaveni tranquille,un,le,Slavenis tranquilles,des,les,du,au
_7CF23278A43E8B18,chlfx2,Yelk sevré,un,le,Yelks sevrés,des,les,du,au
_A22D97F3A7F3BD1D,chogx3,Frippo nauséeux,un,le,Frippos nauséeux,des,les,du,au
_10F2027F9E53A53F,chpfx3,Rendor faible,un,le,Rendors faibles,des,les,du,au
_BAFC9CCE3FF9C9DB,cpefx2,Cratcha tranquille,un,le,Cratchas tranquilles,des,les,du,au
_584537EA4F2CA0F8,chcfx2,Capryni nauséeux,un,le,Caprynis nauséeux,des,les,du,au
_836BBF548668F942,cclfx3,Jeune Ocyx,un,l'\d,Jeunes Ocyx,des,les,de l',à l'
_BE8A8E56C60B8B18,chefx3,Jeune Cray,un,le,Jeunes Crays,des,les,du,au
_64D43FD29DC13C20,chhfx2,Mektoub docile,un,le,Mektoubs dociles,des,les,du,au
_E18562E0A301E816,cpefx3,Cratcha soumis,un,le,Cratchas soumis,des,les,du,au
_5DD3957B4B4D9950,ccdfx3,Jeune Torbak,un,le,Jeunes Torbaks,des,les,du,au
_65D89ECD09FEA0C9,cclfx7,Ocyx dominant,un,l'\d,Ocyx dominants,des,les,de l',à l'
_07A606921DC2F06A,chhfx3,Jeune Mektoub,un,le,Jeunes Mektoubs,des,les,du,au
_8B32A22EA32331A3,chefx7,Cray dominant,un,le,Crays dominants,des,les,du,au
_0B345A24073CFD61,ckhfx4,Kipee faible,un,le,Kipees faibles,des,les,du,au
_4EA13A8B1C92D943,ckifx4,Kizoar faible,un,le,Kizoars faibles,des,les,du,au
_4607D2961FB1086D,ckjfx4,Kipesta Jeune,un,le,Kipestas Jeunes,des,les,du,au
_3ECDABF3174C55CF,ckffx7,Kirosta dominant,un,le,Kirostas dominants,des,les,du,au
_D26C6F5CFEC30E29,object_1_crate_15_a,Caisse,une,la,Caisses,des,les,de la,à la
_34504ECB2CB2B909,object_chest_wisdom_fyros_sel,Coffre de Sagesse,un,le,Coffres de Sagesse,des,les,du,au
_34504ECBABD25910,object_chest_wisdom_matis_sel,Coffre de Sagesse,un,le,Coffres de Sagesse,des,les,du,au
_ECEF752227C18553,object_chest_wisdom_std_sel,Coffre de Sagesse,un,le,Coffres de Sagesse,des,les,du,au
_C48E1D2093C902DB,object_chest_wisdom_tryker_sel,Coffre de Sagesse,un,le,Coffres de Sagesse,des,les,du,au
_34504EC1A9B2911D,object_chest_wisdom_zorai_sel,Coffre de Sagesse,un,le,Coffres de Sagesse,des,les,du,au
_8E9F8272B67BC4F1,CHLCF4,Yelk mortel,un,le,Yelks mortels,des,les,du,au
_C8BF4A751D54F925,CCDCF4,Torbak mortel,un,le,Torbaks mortels,des,les,du,au
_4FFA63BE1A84198C,CCEGF3,Ragus démoniaque,un,le,Ragus démoniaques,des,les,du,au
_120D02DDF202473C,CBCCF2,Yber frénétique,un,l'\d,Ybers frénétiques,des,les,de l',à l'
_8180BA59639B89A5,CCMCF1,Jugula dément,un,le,Jugulas déments,des,les,du,au
_48405A6EE044E51F,CHKCF4,Timari mortel,un,le,Timaris mortels,des,les,du,au
_97B1DD89C3D4E513,CCHCF4,Varinx mortel,un,le,Varinx mortels,des,les,du,au
_82F2E2F78A3D0942,CCFCF4,Najab mortel,un,le,Najabs mortels,des,les,du,au
_1EA71F6E589DEB05,CBACF4,Igara mortel,un,l'\d,Igaras mortels,des,les,de l',à l'
_59846BD122F184F4,CCBCF4,Clopper mortel,un,le,Cloppers mortels,des,les,du,au
_E029CFCC61099056,CCACF3,Gingo démoniaque,un,le,Gingos démoniaques,des,les,du,au
_1AD2BBB6A4119CE3,CPECF4,Cratcha mortel,un,le,Cratchas mortels,des,les,du,au
_ED6C7FDD546C0560,CPCCF4,Psykopla mortel,un,le,Psykoplas mortels,des,les,du,au
_875242EF8FED353A,CPACF4,Jubla mortel,un,le,Jublas mortels,des,les,du,au
_05C226EE0D3D4D39,CCCCF4,Goari mortel,un,le,Goaris mortels,des,les,du,au
_29F823412F1E3A9A,CDCCF3,Frahar démoniaque,un,le,Frahars démoniaques,des,les,du,au
_E0F3BFC624A3E557,CDACF3,Cute démoniaque,un,le,Cutes démoniaques,des,les,du,au
_E7880F392D2E3A91,CDBCF3,Gibbai démoniaque,un,le,Gibbais démoniaques,des,les,du,au
_06AF666BDED3B528,CDCCF4,Frahar mortel,un,le,Frahars mortels,des,les,du,au
_90F0027ABA1AC4EB,CDACF4,Cute mortel,un,le,Cutes mortels,des,les,du,au
_A59F4EE99C83B91F,CDBCF4,Gibbaï mortel,un,le,Gibbaïs mortels,des,les,du,au
_C4A4A22D76905849,CCGCF4,Vorax mortel,un,le,Vorax mortels,des,les,du,au
_CB006267F91AC4FF,CHECF4,Cray mortel,un,le,Crays mortels,des,les,du,au
_58E25FC49FC178F5,CKACF4,Kidinak mortel,un,le,Kidinaks mortels,des,les,du,au
_470F9E849C93191F,CKICF4,Kizoar mortel,un,le,Kizoars mortels,des,les,du,au
_1D239BD59E8278EB,CKJCF4,Kipesta mortel,un,le,Kipestas mortels,des,les,du,au
_DAD2B7C5A28278EB,CKECF4,Kipucka mortel,un,le,Kipuckas mortels,des,les,du,au
_592397C8216178FC,CKDCF4,Kinsher mortel,un,le,Kinshers mortels,des,les,du,au
_09DFAA7F9DC4E91F,CKBCF4,Kinrey mortel,un,le,Kinreys mortels,des,les,du,au
_D5457084DD338367,CDCCF5,Lakisey,,le,,,,du,
_D0143C48EED6D264,CCGCF5,Rhadab,,le,,,,du,
_D5D4646595E54B44,CBACF5,Dawil,,le,,,,du,
_D6F4BC6A6E54D264,CPFCF5,Firgin,,le,,,,du,
_DB55A488A004676E,CKFCF7,Wekotup,,le,,,,du,
_1AE3685A9BD55381,CDBCF7,Valcorenoch,,le,,,,du,
_AE0E8D44245CD0C1,CKDSB4_sw,Faible Kitin des Profondeurs,un,le,Faibles Kitins des Profondeurs,des,les,du,au
_52ACD557D5DBCBDB,CKDSC4_sw,Kitin des Profondeurs,un,le,Kitins des Profondeurs,des,les,du,au
_4B5993E95096E0BD,CKDSD4_sw,Furieux Kitin des Profondeurs,un,le,Furieux Kitins des Profondeurs,des,les,du,au
_75210E1DA03F2D68,CKDSE4_sw,Terrible Kitin des Profondeurs,un,le,Terribles Kitins des Profondeurs,des,les,du,au
_F03F5551668D98D2,CKDSF4_sw,Atroce Kitin des Profondeurs,un,le,Atroces Kitins des Profondeurs,des,les,du,au
_AEEE8D44245CD0C1,CKBSB4_sw,Faible Kitin des Profondeurs,un,le,Faibles Kitins des Profondeurs,des,les,du,au
_528CD557D5DBCBDB,CKBSC4_sw,Kitin des Profondeurs,un,le,Kitins des Profondeurs,des,les,du,au
_4B3993E95096E0BD,CKBSD4_sw,Furieux Kitin des Profondeurs,un,le,Furieux Kitins des Profondeurs,des,les,du,au
_75010E1DA03F2D68,CKBSE4_sw,Terrible Kitin des Profondeurs,un,le,Terribles Kitins des Profondeurs,des,les,du,au
_F01F5551668D98D2,CKBSF4_sw,Atroce Kitin des Profondeurs,un,le,Atroces Kitins des Profondeurs,des,les,du,au
_AE6E8D44245CD0C1,CKJSB4_sw,Faible Kitin des Profondeurs,un,le,Faibles Kitins des Profondeurs,des,les,du,au
_520CD557D5DBCBDB,CKJSC4_sw,Kitin des Profondeurs,un,le,Kitins des Profondeurs,des,les,du,au
_4BB993E95096E0BD,CKJSD4_sw,Furieux Kitin des Profondeurs,un,le,Furieux Kitins des Profondeurs,des,les,du,au
_75810E1DA03F2D68,CKJSE4_sw,Terrible Kitin des Profondeurs,un,le,Terribles Kitins des Profondeurs,des,les,du,au
_F09F5551668D98D2,CKJSF4_sw,Atroce Kitin des Profondeurs,un,le,Atroces Kitins des Profondeurs,des,les,du,au
_AE1E8D44245CD0C1,CKESB4_sw,Faible Kitin des Profondeurs,un,le,Faibles Kitins des Profondeurs,des,les,du,au
_52BCD557D5DBCBDB,CKESC4_sw,Kitin des Profondeurs,un,le,Kitins des Profondeurs,des,les,du,au
_4B6993E95096E0BD,CKESD4_sw,Furieux Kitin des Profondeurs,un,le,Furieux Kitins des Profondeurs,des,les,du,au
_75310E1DA03F2D68,CKESE4_sw,Terrible Kitin des Profondeurs,un,le,Terribles Kitins des Profondeurs,des,les,du,au
_F04F5551668D98D2,CKESF4_sw,Atroce Kitin des Profondeurs,un,le,Atroces Kitins des Profondeurs,des,les,du,au
_AE2E8D44245CD0C1,CKFSB4_sw,Faible Kitin des Profondeurs,un,le,Faibles Kitins des Profondeurs,des,les,du,au
_52CCD557D5DBCBDB,CKFSC4_sw,Kitin des Profondeurs,un,le,Kitins des Profondeurs,des,les,du,au
_4B7993E95096E0BD,CKFSD4_sw,Furieux Kitin des Profondeurs,un,le,Furieux Kitins des Profondeurs,des,les,du,au
_75410E1DA03F2D68,CKFSE4_sw,Terrible Kitin des Profondeurs,un,le,Terribles Kitins des Profondeurs,des,les,du,au
_F05F5551668D98D2,CKFSF4_sw,Atroce Kitin des Profondeurs,un,le,Atroces Kitins des Profondeurs,des,les,du,au
_AEDE8D44245CD0C1,CKASB4_sw,Faible Kitin des Profondeurs,un,le,Faibles Kitins des Profondeurs,des,les,du,au
_527CD557D5DBCBDB,CKASC4_sw,Kitin des Profondeurs,un,le,Kitins des Profondeurs,des,les,du,au
_4B2993E95096E0BD,CKASD4_sw,Furieux Kitin des Profondeurs,un,le,Furieux Kitins des Profondeurs,des,les,du,au
_75F10E1DA03F2D68,CKASE4_sw,Terrible Kitin des Profondeurs,un,le,Terribles Kitins des Profondeurs,des,les,du,au
_F00F5551668D98D2,CKASF4_sw,Atroce Kitin des Profondeurs,un,le,Atroces Kitins des Profondeurs,des,les,du,au
_B54370CDE317D4DA,ckbsf4_sw_boss_fyros,Exterminateur Fyros,un,l'\d,Exterminateurs Fyros,des,les,de l',à l'
_717378B5A5B7C4C4,ckdsf4_sw_boss_matis,Exterminateur Matis,un,l'\d,Exterminateurs Matis,des,les,de l',à l'
_B5D470C307FE9CD0,ckesf4_sw_boss_zorai,Exterminateur zoraï,un,l'\d,exterminateurs Zoraï,des,les,de l',à l'
_F28311BBC21B20AC,ckfsf4_sw_boss_tryker,Exterminateur Tryker,un,l'\d,Exterminateurs Trykers,des,les,de l',à l'
_11B0BDDB04384733,object_backpack_loot_player,Sac à dos,un,le ,Sacs à dos,des,les,dans le,au
_3207977E491033A9,object_backpack_loot_player_r2,Sac à dos,un,le ,Sacs à dos,des,les,dans le,au
_B18EEC04A806A107,object_pr_s3_ploomweed_a,Ploomweed Dash,,,,,,,
_B6EFEC04E80600F7,object_pr_s3_ploomweed_b,Ploomweed Zuc,,,,,,,
_040918ABAD87E067,object_pr_s3_amoeba_a,Amoeba Dan,,,,,,,
_040918AB70671878,object_pr_s3_amoeba_b,Amoeba Tolz,,,,,,,
_040918AB6D97FC78,object_pr_s3_amoeba_c,Amoeba Shon,,,,,,,
_F93F31F7CEC7989D,object_pr_s3_cokamool_a,Cokamool Frez,,,,,,,
_F7DF19FCCED7980C,object_pr_s3_cokamool_b,Cokamool Kloro,,,,,,,
_B9CF0D05CEE7989D,object_pr_s3_cokamool_c,Cokamool Tiny,,,,,,,
_A07A2D256EA4A79B,object_pr_s2_toopetz_a,Toopetz Gret,,,,,,,
_A07A0D212F74AB9B,object_pr_s2_toopetz_b,Toopetz Dual,,,,,,,
_A07A5C396E75AF9B,object_pr_s2_toopetz_c,Toopetz Try,,,,,,,
_985368225182878F,ccecf3,<GEN>ccecf3,,,,,,,
_9A83682512F2978E,cchdd6,<GEN>cchdd6,,,,,,,
_D9436820D1726B8D,ccdeb1,<GEN>ccdeb1,,,,,,,
_D9436821D1826F8D,ccdeb2,<GEN>ccdeb2,,,,,,,
_D9436822D192738D,ccdeb3,<GEN>ccdeb3,,,,,,,
_D9436823D1A2778D,ccdeb4,<GEN>ccdeb4,,,,,,,
_D943682011726F8E,ccdec1,<GEN>ccdec1,,,,,,,
_D94368211182738E,ccdec2,<GEN>ccdec2,,,,,,,
_D94368221192778E,ccdec3,<GEN>ccdec3,,,,,,,
_D943682311A27B8E,ccdec4,<GEN>ccdec4,,,,,,,
_D94368205272738F,ccded1,<GEN>ccded1,,,,,,,
_D94368215282778F,ccded2,<GEN>ccded2,,,,,,,
_D943682252927B8F,ccded3,<GEN>ccded3,,,,,,,
_D943682352A27F8F,ccded4,<GEN>ccded4,,,,,,,
_D943682092727790,ccdee1,<GEN>ccdee1,,,,,,,
_D943682192827B90,ccdee2,<GEN>ccdee2,,,,,,,
_D943682292927F90,ccdee3,<GEN>ccdee3,,,,,,,
_D943682392A28390,ccdee4,<GEN>ccdee4,,,,,,,
_D9436820D2727B91,ccdef1,<GEN>ccdef1,,,,,,,
_D9436821D2827F91,ccdef2,<GEN>ccdef2,,,,,,,
_D9436822D2928391,ccdef3,<GEN>ccdef3,,,,,,,
_D9436823D2A28791,ccdef4,<GEN>ccdef4,,,,,,,
_DA836820D1B27B8D,ccheb1,<GEN>ccheb1,,,,,,,
_DA836821D1C27F8D,ccheb2,<GEN>ccheb2,,,,,,,
_DA836822D1D2838D,ccheb3,<GEN>ccheb3,,,,,,,
_DA836823D1E2878D,ccheb4,<GEN>ccheb4,,,,,,,
_DA83682011B27F8E,cchec1,<GEN>cchec1,,,,,,,
_DA83682111C2838E,cchec2,<GEN>cchec2,,,,,,,
_DA83682211D2878E,cchec3,<GEN>cchec3,,,,,,,
_DA83682311E28B8E,cchec4,<GEN>cchec4,,,,,,,
_DA83682052B2838F,cched1,<GEN>cched1,,,,,,,
_DA83682152C2878F,cched2,<GEN>cched2,,,,,,,
_DA83682252D28B8F,cched3,<GEN>cched3,,,,,,,
_DA83682352E28F8F,cched4,<GEN>cched4,,,,,,,
_DA83682092B28790,cchee1,<GEN>cchee1,,,,,,,
